metabolite_id	metabolite_name	metabolite_formula
m_000_00853p	3-oxo-all-cis-6,9,12,15,18-tetracosapentaenoyl-CoA	C45H70N7O18P3S
m_000_00854m	3-oxo-cis,cis-5,8-tetradecadienoyl-CoA	C35H56N7O18P3S
m_000_00854p	3-oxo-cis,cis-5,8-tetradecadienoyl-CoA	C35H56N7O18P3S
m_000_00855m	3-oxo-cis,cis-7,10-hexadecadienoyl-CoA	C37H60N7O18P3S
m_000_00855p	3-oxo-cis,cis-7,10-hexadecadienoyl-CoA	C37H60N7O18P3S
m_000_00856c	3-oxo-cis-15-tetracosaenoyl-CoA	C45H78N7O18P3S
m_000_00856p	3-oxo-cis-15-tetracosaenoyl-CoA	C45H78N7O18P3S
m_000_00857c	3-oxodecanoyl-[ACP]	C10H17O2SR
m_000_00858m	3-oxodecanoyl-CoA	C31H52N7O18P3S
m_000_00858p	3-oxodecanoyl-CoA	C31H52N7O18P3S
m_000_00859c	3-oxo-dihomo-gamma-linolenoyl-CoA	C41H66N7O18P3S
m_000_00859m	3-oxo-dihomo-gamma-linolenoyl-CoA	C41H66N7O18P3S
m_000_00859p	3-oxo-dihomo-gamma-linolenoyl-CoA	C41H66N7O18P3S
m_000_00860c	3-oxodocasa-cis,cis-13,16-dienoyl-CoA	C43H72N7O18P3S
m_000_00861c	3-oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA	C43H68N7O18P3S
m_000_00862c	3-oxo-docosa-13,16,19-all-cis-trienoyl-CoA	C43H70N7O18P3S
m_000_00863c	3-oxo-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA	C43H66N7O18P3S
m_000_00864c	3-oxo-docosa-7,10,13,16-all-cis-tetraenoyl-CoA	C43H68N7O18P3S
m_000_00865c	3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA	C43H70N7O18P3S
m_000_00866c	3-oxodocosanoyl-CoA	C43H76N7O18P3S
m_000_00866m	3-oxodocosanoyl-CoA	C43H76N7O18P3S
m_000_00866p	3-oxodocosanoyl-CoA	C43H76N7O18P3S
m_000_00867c	3-oxododecanoyl-[ACP]	C12H21O2SR
m_000_00868m	3-oxododecanoyl-CoA	C33H56N7O18P3S
m_000_00868p	3-oxododecanoyl-CoA	C33H56N7O18P3S
m_000_00869c	3-oxoeicosa-cis,cis,cis-11,14,17-trienoyl-CoA	C41H66N7O18P3S
m_000_00870c	3-oxoeicosa-cis,cis-11,14-dienoyl-CoA	C41H68N7O18P3S
m_000_00871c	3-oxo-eicosadienoyl-CoA	C41H68N7O18P3S
m_000_00872c	3-oxoeicosanoyl-CoA	C41H72N7O18P3S
m_000_00872m	3-oxoeicosanoyl-CoA	C41H72N7O18P3S
m_000_00872p	3-oxoeicosanoyl-CoA	C41H72N7O18P3S
m_000_00873c	3-oxoheneicosanoyl-CoA	C42H74N7O18P3S
m_000_00873m	3-oxoheneicosanoyl-CoA	C42H74N7O18P3S
m_000_00874c	3-oxoheptadecanoyl-[ACP]	C17H31O2SR
m_000_00875m	3-oxoheptadecanoyl-CoA	C38H66N7O18P3S
m_000_00876c	3-oxoheptanoyl-[ACP]	C7H11O2SR
m_000_00877m	3-oxoheptanoyl-CoA	C28H46N7O18P3S
m_000_00878c	3-oxohexacosanoyl-CoA	C47H84N7O18P3S
m_000_00878p	3-oxohexacosanoyl-CoA	C47H84N7O18P3S
m_000_00879c	3-oxo-hexacosenoyl-CoA	C47H82N7O18P3S
m_000_00879p	3-oxo-hexacosenoyl-CoA	C47H82N7O18P3S
m_000_00880c	3-oxohexadecanoyl-[ACP]	C16H29O2SR
m_000_00881c	3-oxohexanoyl-[ACP]	C6H9O2SR
m_000_00882m	3-oxohexanoyl-CoA	C27H44N7O18P3S
m_000_00882p	3-oxohexanoyl-CoA	C27H44N7O18P3S
m_000_00883m	3-oxolaur-6-cis-enoyl-CoA	C33H54N7O18P3S
m_000_00883p	3-oxolaur-6-cis-enoyl-CoA	C33H54N7O18P3S
m_000_00884m	3-oxolinoleoyl-CoA	C39H64N7O18P3S
m_000_00884p	3-oxolinoleoyl-CoA	C39H64N7O18P3S
m_000_00885m	3-oxomyrist-5-enoyl-CoA	C35H58N7O18P3S
m_000_00885p	3-oxomyrist-5-enoyl-CoA	C35H58N7O18P3S
m_000_00886m	3-oxomyrist-7-enoyl-CoA	C35H58N7O18P3S
m_000_00886p	3-oxomyrist-7-enoyl-CoA	C35H58N7O18P3S
m_000_00887c	3-oxononadecanoyl-CoA	C40H70N7O18P3S
m_000_00887m	3-oxononadecanoyl-CoA	C40H70N7O18P3S
m_000_00888c	3-oxononanoyl-[ACP]	C9H15O2SR
m_000_00889m	3-oxononanoyl-CoA	C30H50N7O18P3S
m_000_00890c	3-oxooctadecanoyl-CoA	C39H68N7O18P3S
m_000_00890m	3-oxooctadecanoyl-CoA	C39H68N7O18P3S
m_000_00890p	3-oxooctadecanoyl-CoA	C39H68N7O18P3S
m_000_00891c	3-oxooctanoyl-[ACP]	C8H13O2SR
m_000_00892m	3-oxooctanoyl-CoA	C29H48N7O18P3S
m_000_00892p	3-oxooctanoyl-CoA	C29H48N7O18P3S
m_000_00893m	3-oxooleoyl-CoA	C39H66N7O18P3S
m_000_00893p	3-oxooleoyl-CoA	C39H66N7O18P3S
m_000_00894m	3-oxopalmitoleoyl-CoA	C37H62N7O18P3S
m_000_00894p	3-oxopalmitoleoyl-CoA	C37H62N7O18P3S
m_000_00895m	3-oxopalmitoyl-CoA	C37H64N7O18P3S
m_000_00895p	3-oxopalmitoyl-CoA	C37H64N7O18P3S
m_000_00896c	3-oxopentadecanoyl-[ACP]	C15H27O2SR
m_000_00897m	3-oxopentadecanoyl-CoA	C36H62N7O18P3S
m_000_00898c	3-oxopentanoyl-[ACP]	C5H7O2SR
m_000_00899m	3-oxopentanoyl-CoA	C26H42N7O18P3S
m_000_00900m	3-oxopropanoate	C3H4O3
m_000_00901c	3-oxo-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA	C45H72N7O18P3S
m_000_00902c	3-oxo-tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA	C45H70N7O18P3S
m_000_00903c	3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA	C45H72N7O18P3S
m_000_00904c	3-oxotetracosanoyl-CoA	C45H80N7O18P3S
m_000_00904p	3-oxotetracosanoyl-CoA	C45H80N7O18P3S
m_000_00905c	3-oxotetradecanoyl-[ACP]	C14H25O2SR
m_000_00906m	3-oxotetradecanoyl-CoA	C35H60N7O18P3S
m_000_00906p	3-oxotetradecanoyl-CoA	C35H60N7O18P3S
m_000_00907c	3-oxotricosanoyl-CoA	C44H78N7O18P3S
m_000_00908c	3-oxotridecanoyl-[ACP]	C13H23O2SR
m_000_00909m	3-oxotridecanoyl-CoA	C34H58N7O18P3S
m_000_00910c	3-oxoundecanoyl-[ACP]	C11H19O2SR
m_000_00911m	3-oxoundecanoyl-CoA	C32H54N7O18P3S
m_000_00912c	3-phosphoadenylylselenate	C10H15N5O13P2Se
m_000_00913c	3-phospho-D-glycerate	C3H7O7P
m_000_00913m	3-phospho-D-glycerate	C3H7O7P
m_000_00914c	3-phosphonooxypyruvate	C3H5O7P
m_000_00915c	3-phosphopolynucleotide	C10H18O13P2R2(C5H8O6PR)n
m_000_00916c	3-phosphoserine	C3H8NO6P
m_000_00917c	3-succinoylpyridine	C9H9NO3
m_000_00918c	3-sulfinoalanine	C3H7NO4S
m_000_00918m	3-sulfinoalanine	C3H7NO4S
m_000_00919c	3-sulfinylpyruvic acid	C3H4O5S
m_000_00919m	3-sulfinylpyruvic acid	C3H4O5S
m_000_00920c	3-sulfopyruvate	C3H4O6S
m_000_00920m	3-sulfopyruvate	C3H4O6S
m_000_00921c	3-UMP	C9H13N2O9P
m_000_00922c	3-ureidoisobutyrate	C5H10N2O3
m_000_00923c	3-ureidopropionate	C4H8N2O3
m_000_00924c	4-(2-amino-3-hydroxyphenyl)-2,4-dioxobutanoate	C10H9NO5
m_000_00925c	4-(2-amino-3-hydroxyphenyl)-4-oxobutanoic acid-O-glucoside	C16H21NO9
m_000_00926c	4-(2-aminophenyl)-2,4-dioxobutanoate	C10H9NO4
m_000_00927c	4-(methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone	C10H13N3O3
m_000_00928c	4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide	C16H23N3O8
m_000_00929c	4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol	C10H15N3O2
m_000_00930c	4-(methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanol	C10H15N3O3
m_000_00931c	4-(nitrosoamino)-1-(3-pyridinyl)-1-butanone	C9H11N3O2
m_000_00932c	4-(n-nitrosomethylamino)-1-(3-pyridyl)-1-butanone	C10H13N3O2
m_000_00932s	4-(n-nitrosomethylamino)-1-(3-pyridyl)-1-butanone	C10H13N3O2
m_000_00933c	4(R),8-dimethyl-nonanoyl-CoA	C32H56N7O17P3S
m_000_00933m	4(R),8-dimethyl-nonanoyl-CoA	C32H56N7O17P3S
m_000_00933p	4(R),8-dimethyl-nonanoyl-CoA	C32H56N7O17P3S
m_000_00934m	4(R),8-dimethyl-trans-2-nonenoyl-CoA	C32H54N7O17P3S
m_000_00935m	4(R)-hydroxy-dodec-(6Z)-enoate	C12H22O3
m_000_00936m	4(S)-hydroxy-dodec-(6Z)-enoate	C12H22O3
m_000_00937c	4,4-dimethyl-14alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol	C30H48O2
m_000_00938c	4,4-dimethyl-14alpha-formyl-5alpha-cholesta-8-en-3beta-ol	C30H50O2
m_000_00939c	4,4-dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol	C30H50O2
m_000_00940c	4,4-dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol	C30H52O2
m_000_00941c	4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol	C29H46O
m_000_00942c	4,4-dimethyl-5alpha-cholesta-8,14-dien-3-beta-ol	C29H48O
m_000_00943c	4,4-dimethyl-5alpha-cholesta-8-en-3-beta-ol	C29H50O
m_000_00944c	4,5-dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene	C30H29N3O7S
m_000_00945c	4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline	C9H11NO3
m_000_00946c	4,6-dideoxy-4-oxo-dTDP-D-glucose	C16H24N2O15P2
m_000_00947c	4,6-dihydroxyquinoline	C9H7NO2
m_000_00948p	4,8,12-trimethyltridecanoyl-CoA	C37H66N7O17P3S
m_000_00949c	4,8-dihydroxyquinoline	C9H7NO2
m_000_00950c	4,8-dimethylnonanoylcarnitine	C18H35NO4
m_000_00950m	4,8-dimethylnonanoylcarnitine	C18H35NO4
m_000_00951c	4-[(hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone	C10H13N3O3
m_000_00952c	4-acetamidobutanoate	C6H11NO3
m_000_00953c	4alpha-carboxy-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol	C29H46O3
m_000_00954c	4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol	C29H48O3
m_000_00955c	4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol	C28H44O3
m_000_00956c	4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol	C28H46O3
m_000_00957c	4alpha-formyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol	C29H46O2
m_000_00958c	4alpha-formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol	C29H48O2
m_000_00959c	4alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol	C28H44O2
m_000_00960c	4alpha-formyl-5alpha-cholesta-8-en-3beta-ol	C28H46O2
m_000_00961c	4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol	C29H48O2
m_000_00962c	4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol	C29H50O2
m_000_00963c	4alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol	C28H46O2
m_000_00964c	4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol	C28H48O2
m_000_00965c	4alpha-hydroxytetrahydrobiopterin	C9H15N5O4
m_000_00965n	4alpha-hydroxytetrahydrobiopterin	C9H15N5O4
m_000_00966c	4alpha-methyl-5alpha-cholesta-8-en-3-one	C28H46O
m_000_00967c	4alpha-methyl-cholesta-8-enol	C28H48O
m_000_00968c	4alpha-methylzymosterol	C28H46O
m_000_00969c	4-aminobutanal	C4H9NO
m_000_00969m	4-aminobutanal	C4H9NO
m_000_00969s	4-aminobutanal	C4H9NO
m_000_00970c	4-aminobutyrate	C4H9NO2
m_000_00970l	4-aminobutyrate	C4H9NO2
m_000_00970m	4-aminobutyrate	C4H9NO2
m_000_00970s	4-aminobutyrate	C4H9NO2
m_000_00971c	4-androstene-3,17-dione	C19H26O2
m_000_00971r	4-androstene-3,17-dione	C19H26O2
m_000_00972c	4-bromo-3,5-cyclohexadiene-1,2-dione	C6H3BrO2
m_000_00973c	4-bromocatechol	C6H5BrO2
m_000_00974c	4-bromophenol	C6H5BrO
m_000_00975c	4-bromophenol-2,3-epoxide	C6H5BrO2
m_000_00976c	4-cholesten-7alpha,12alpha,24(S)-triol-3-one	C27H44O4
m_000_00977c	4-cholesten-7alpha,12alpha,27-triol-3-one	C27H44O4
m_000_00978c	4-cholesten-7alpha,24(S)-diol-3-one	C27H44O3
m_000_00979c	4-cholesten-7alpha,27-diol-3-one	C27H44O3
m_000_00980m	4-cis-decenoyl-CoA	C31H52N7O17P3S
m_000_00980p	4-cis-decenoyl-CoA	C31H52N7O17P3S
m_000_00981c	4-coumarate	C9H8O3
m_000_00982c	4-coumaroyl-CoA	C30H42N7O18P3S
m_000_00983c	4-hydroperoxy-2-nonenal	C9H16O3
m_000_00984c	4-hydroperoxy-H4-neuroprostane	C22H32O6
m_000_00985c	4-hydroxy-1-(3-pyridinyl)-1-butanone	C9H11NO2
m_000_00986c	4-hydroxy-17beta-estradiol	C18H24O3
m_000_00986l	4-hydroxy-17beta-estradiol	C18H24O3
m_000_00986r	4-hydroxy-17beta-estradiol	C18H24O3
m_000_00986s	4-hydroxy-17beta-estradiol	C18H24O3
m_000_00987c	4-hydroxy-17beta-estradiol-2-S-glutathione	C28H39N3O9S
m_000_00987m	4-hydroxy-17beta-estradiol-2-S-glutathione	C28H39N3O9S
m_000_00987p	4-hydroxy-17beta-estradiol-2-S-glutathione	C28H39N3O9S
m_000_00987r	4-hydroxy-17beta-estradiol-2-S-glutathione	C28H39N3O9S
m_000_00988c	4-hydroxy-2-nonenal	C9H16O2
m_000_00989m	4-hydroxy-2-oxoglutarate	C5H6O6
m_000_00990c	4-hydroxy-2-quinolinecarboxylic acid	C10H7NO3
m_000_00991c	4-hydroxy-3-nitrophenylacetate	C8H7NO5
m_000_00992c	4-hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone	C10H13N3O3
m_000_00993c	4-hydroxy-all-trans-retinoate	C20H28O3
m_000_00993r	4-hydroxy-all-trans-retinoate	C20H28O3
m_000_00994c	4-hydroxy-all-trans-retinyl-acetate	C22H32O3
m_000_00994r	4-hydroxy-all-trans-retinyl-acetate	C22H32O3
m_000_00995c	4-hydroxybenzoate	C7H6O3
m_000_00995m	4-hydroxybenzoate	C7H6O3
m_000_00996c	4-hydroxybenzoyl-CoA	C28H40N7O18P3S
m_000_00997c	4-hydroxy-D4-neuroprostane	C22H32O5
m_000_00998c	4-hydroxy-debrisoquine	C10H13N3O
m_000_00998s	4-hydroxy-debrisoquine	C10H13N3O
m_000_00999c	4-hydroxy-E4-neuroprostane	C22H32O5
m_000_01000c	4-hydroxyestrone	C18H22O3
m_000_01000l	4-hydroxyestrone	C18H22O3
m_000_01000r	4-hydroxyestrone	C18H22O3
m_000_01001c	4-hydroxyestrone-2-S-glutathione	C28H37N3O9S
m_000_01001m	4-hydroxyestrone-2-S-glutathione	C28H37N3O9S
m_000_01001p	4-hydroxyestrone-2-S-glutathione	C28H37N3O9S
m_000_01001r	4-hydroxyestrone-2-S-glutathione	C28H37N3O9S
m_000_01002c	4-hydroxyphenylacetaldehyde	C8H8O2
m_000_01003c	4-hydroxyphenylacetate	C8H8O3
m_000_01003s	4-hydroxyphenylacetate	C8H8O3
m_000_01004c	4-hydroxyphenyllactate	C9H10O4
m_000_01005c	4-hydroxyphenylpyruvate	C9H8O4
m_000_01005m	4-hydroxyphenylpyruvate	C9H8O4
m_000_01006c	4-hydroxyretinoic acid	C20H28O3
m_000_01006s	4-hydroxyretinoic acid	C20H28O3
m_000_01007c	4-hydroxy-tolbutamide	C12H18N2O4S
m_000_01007s	4-hydroxy-tolbutamide	C12H18N2O4S
m_000_01008c	4-hydroxyvitamin A1	C20H30O2
m_000_01008r	4-hydroxyvitamin A1	C20H30O2
m_000_01009c	4-imidazolone-5-propanoate	C6H8N2O3
m_000_01010c	4-maleylacetoacetate	C8H8O6
m_000_01011c	4-methoxy-17beta-estradiol	C19H26O3
m_000_01012c	4-methoxyestrone	C19H24O3
m_000_01013c	4-methyl-2-oxopentanoate	C6H10O3
m_000_01013m	4-methyl-2-oxopentanoate	C6H10O3
m_000_01014c	4-methylpentan-1-ol	C6H14O
m_000_01015m	4-methyl-pentanoyl-CoA	C27H46N7O17P3S
m_000_01016c	4-methylthio-2-oxobutanoic acid	C5H8O3S
m_000_01017m	4-methyl-trans-2-pentenoyl-CoA	C27H44N7O17P3S
m_000_01018c	4-N-(n-acetyl-D-glucosaminyl)-protein	C13H20N4O8R2
m_000_01019c	4-nitrocatechol	C6H5NO4
m_000_01019s	4-nitrocatechol	C6H5NO4
m_000_01020s	4-nitrophenyl-phosphate	C6H6NO6P
m_000_01021c	4-nitrophenyl-sulfate	C6H5NO6S
m_000_01021s	4-nitrophenyl-sulfate	C6H5NO6S
m_000_01022c	4-OH-13-cis-retinal	C20H28O2
m_000_01022r	4-OH-13-cis-retinal	C20H28O2
m_000_01023c	4-OH-9-cis-retinal	C20H28O2
m_000_01023r	4-OH-9-cis-retinal	C20H28O2
m_000_01024c	4-OH-retinal	C20H28O2
m_000_01024r	4-OH-retinal	C20H28O2
m_000_01025c	4-oxo-1-(3-pyridyl)-1-butanone	C9H9NO2
m_000_01026c	4-oxo-13-cis-retinoate	C20H26O3
m_000_01026r	4-oxo-13-cis-retinoate	C20H26O3
m_000_01027c	4-oxo-2-nonenal	C9H14O2
m_000_01028c	4-oxo-9-cis-retinal	C20H26O2
m_000_01028r	4-oxo-9-cis-retinal	C20H26O2
m_000_01029c	4-oxo-9-cis-retinoate	C20H26O3
m_000_01029r	4-oxo-9-cis-retinoate	C20H26O3
m_000_01030c	4-oxo-9-cis-retinoyl-beta-glucuronide	C26H34O9
m_000_01030r	4-oxo-9-cis-retinoyl-beta-glucuronide	C26H34O9
m_000_01031c	4-oxo-all-trans-retinoate	C20H26O3
m_000_01031r	4-oxo-all-trans-retinoate	C20H26O3
m_000_01032c	4-oxoretinol	C20H28O2
m_000_01033c	4-pyridoxate	C8H9NO4
m_000_01033s	4-pyridoxate	C8H9NO4
m_000_01034c	4-trimethylammoniobutanal	C7H16NO
m_000_01035c	5-(3-pyridyl)-2-hydroxytetrahydrofuran	C9H11NO2
m_000_01036c	5-(D-galactosyloxy)-L-lysine-procollagen	C13H23N3O8R2
m_000_01037m	5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA	C41H66N7O19P3S
m_000_01037p	5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA	C41H66N7O19P3S
m_000_01038c	5(S),6(S)-epoxy-15(R)-HEPE	C20H28O4
m_000_01038n	5(S),6(S)-epoxy-15(R)-HEPE	C20H28O4
m_000_01038p	5(S),6(S)-epoxy-15(R)-HEPE	C20H28O4
m_000_01038r	5(S),6(S)-epoxy-15(R)-HEPE	C20H28O4
m_000_01039c	5(S)-HEPE	C20H30O3
m_000_01039p	5(S)-HEPE	C20H30O3
m_000_01040c	5(S)-HETE	C20H32O3
m_000_01040m	5(S)-HETE	C20H32O3
m_000_01040r	5(S)-HETE	C20H32O3
m_000_01041c	5(S)-HpEPE	C20H30O4
m_000_01041n	5(S)-HpEPE	C20H30O4
m_000_01042c	5(S)-HPETE	C20H32O4
m_000_01042m	5(S)-HPETE	C20H32O4
m_000_01043c	5-(S-L-cysteinyl)-dopaquinone	C12H14N2O6S
m_000_01044c	5,10-methenyl-THF	C20H22N7O6
m_000_01044m	5,10-methenyl-THF	C20H22N7O6
m_000_01045c	5,10-methylene-THF	C20H23N7O6
m_000_01045m	5,10-methylene-THF	C20H23N7O6
m_000_01046c	5,12,18R-TriHEPE	C20H30O5
m_000_01047c	5,12,20-TriHETE	C20H32O5
m_000_01048c	5,12-DiHETE	C20H32O4
m_000_01049c	5,12-dihydroxy-(6E)-LTB5	C20H30O4
m_000_01050c	5,15-DiHETE	C20H32O4
m_000_01051c	5,6-DHET	C20H34O4
m_000_01052c	5,6-Dihydrouracil	C4H6N2O2
m_000_01053c	5,6-dihydroxyindole-2-carboxylate	C9H7NO4
m_000_01054c	5,6-EET	C20H32O3
m_000_01054r	5,6-EET	C20H32O3
m_000_01055c	5,6-epoxy-(8Z)-tetradecenoic acid	C14H24O3
m_000_01056c	5,6-epoxy,(18R)-HEPE	C20H28O4
m_000_01057c	5,6-epoxy-13-cis-retinoate	C20H28O3
m_000_01057r	5,6-epoxy-13-cis-retinoate	C20H28O3
m_000_01058c	5,6-epoxytetraene	C20H30O4
m_000_01058n	5,6-epoxytetraene	C20H30O4
m_000_01058p	5,6-epoxytetraene	C20H30O4
m_000_01058r	5,6-epoxytetraene	C20H30O4
m_000_01059c	5,6-indolequinone-2-carboxylate	C9H5NO4
m_000_01060c	5,8-epoxy-13-cis-retinoate	C20H28O3
m_000_01061c	5,9,11-trihydroxyprosta-(6E,14Z)-dien-1-oate	C20H34O5
m_000_01062c	5,9-cyclo-6,8,12-trihydroxy-(10E,14Z)-eicosadienoic acid	C20H34O5
m_000_01063c	5,9-cyclo-6,8-cycloperoxy-12-hydroperoxy-(10E,14Z)-eicosadienoate	C20H32O6
m_000_01064c	5alpha-androstane-3,17-dione	C19H28O2
m_000_01064r	5alpha-androstane-3,17-dione	C19H28O2
m_000_01065c	5alpha-androstane-3alpha,17beta-diol	C19H32O2
m_000_01066c	5alpha-cholesta-7,24-dien-3beta-ol	C27H44O
m_000_01067c	5alpha-cholesta-8,24-dien-3-one	C27H42O
m_000_01068c	5alpha-cholesta-8-en-3-one	C27H44O
m_000_01069c	5-alpha-dihydrotestosterone	C19H30O2
m_000_01069r	5-alpha-dihydrotestosterone	C19H30O2
m_000_01069s	5-alpha-dihydrotestosterone	C19H30O2
m_000_01070c	5alpha-dihydrotestosterone-glucuronide	C25H38O8
m_000_01070r	5alpha-dihydrotestosterone-glucuronide	C25H38O8
m_000_01070s	5alpha-dihydrotestosterone-glucuronide	C25H38O8
m_000_01071c	5alpha-dihydrotestosterone-sulfate	C19H30O5S
m_000_01071s	5alpha-dihydrotestosterone-sulfate	C19H30O5S
m_000_01072c	5alpha-pregnane-3,20-dione	C21H32O2
m_000_01073p	5-amino-2-oxopentanoic acid	C5H9NO3
m_000_01074c	5-aminolevulinate	C5H9NO3
m_000_01074m	5-aminolevulinate	C5H9NO3
m_000_01075c	5-androstene-3,17-dione	C19H26O2
m_000_01075r	5-androstene-3,17-dione	C19H26O2
m_000_01076m	5beta-cholestan-3alpha,7alpha,12alpha,24(S),27-pentol	C27H48O3
m_000_01077c	5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol	C27H48O4
m_000_01077m	5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol	C27H48O4
m_000_01078c	5beta-cholestan-3alpha,7alpha,12alpha-triol	C27H48O3
m_000_01078m	5beta-cholestan-3alpha,7alpha,12alpha-triol	C27H48O3
m_000_01078r	5beta-cholestan-3alpha,7alpha,12alpha-triol	C27H48O3
m_000_01079m	5beta-cholestan-3alpha,7alpha,24(S),27-tetrol	C27H48O4
m_000_01080c	5beta-cholestan-3alpha,7alpha,24(S)-triol	C27H48O3
m_000_01080m	5beta-cholestan-3alpha,7alpha,24(S)-triol	C27H48O3
m_000_01081c	5beta-cholestan-7alpha,12alpha,24(S)-triol-3-one	C27H46O4
m_000_01082c	5beta-cholestan-7alpha,12alpha,27-triol-3-one	C27H46O4
m_000_01083c	5beta-cholestan-7alpha,24(S)-diol-3-one	C27H46O3
m_000_01084c	5beta-cholestan-7alpha,27-diol-3-one	C27H46O3
m_000_01085r	5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol	C27H48O5
m_000_01086r	5beta-cholestane-3alpha,7alpha,12alpha,24r,25-pentol	C27H48O5
m_000_01087r	5beta-cholestane-3alpha,7alpha,12alpha,24s,25-pentol	C27H48O5
m_000_01088r	5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol	C27H48O5
m_000_01089r	5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol	C27H48O4
m_000_01090c	5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol	C27H48O4
m_000_01090m	5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol	C27H48O4
m_000_01091c	5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol	C27H48O5
m_000_01091m	5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol	C27H48O5
m_000_01092c	5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol	C27H48O4
m_000_01092m	5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol	C27H48O4
m_000_01093c	5beta-cholestane-3alpha,7alpha,26-triol	C27H48O3
m_000_01093m	5beta-cholestane-3alpha,7alpha,26-triol	C27H48O3
m_000_01094m	5beta-cholestane-3alpha,7alpha,27-triol	C27H48O3
m_000_01095c	5beta-cholestane-3alpha,7alpha-diol	C27H48O2
m_000_01095m	5beta-cholestane-3alpha,7alpha-diol	C27H48O2
m_000_01096m	5-carboxy-alpha-chromanol	C19H28O4
m_000_01097c	5-carboxy-gamma-chromanol	C18H26O4
m_000_01097m	5-carboxy-gamma-chromanol	C18H26O4
m_000_01098c	5-deoxyadenosine	C10H13N5O3
m_000_01098s	5-deoxyadenosine	C10H13N5O3
m_000_01099c	5-formiminotetrahydrofolate	C20H24N8O6
m_000_01100c	5-formyl-THF	C20H23N7O7
m_000_01100m	5-formyl-THF	C20H23N7O7
m_000_01100s	5-formyl-THF	C20H23N7O7
m_000_01101p	5-guanidino-2-oxopentanoate	C6H11N3O3
m_000_01102c	5-hydroxyindoleacetaldehyde	C10H9NO2
m_000_01103c	5-hydroxyindoleacetate	C10H9NO3
m_000_01104c	5-hydroxyisourate	C5H4N4O4
m_000_01105c	5-hydroxykynurenamine	C9H12N2O2
m_000_01106c	5-hydroxykynurenine	C10H12N2O4
m_000_01107c	5-hydroxy-L-tryptophan	C11H12N2O3
m_000_01107s	5-hydroxy-L-tryptophan	C11H12N2O3
m_000_01108c	5-hydroxy-N-formylkynurenine	C11H12N2O5
m_000_01109c	5-hydroxy-omeprazole	C17H19N3O4S
m_000_01109s	5-hydroxy-omeprazole	C17H19N3O4S
m_000_01110c	5-hydroxytryptophol	C10H11NO2
m_000_01111s	5-L-gamma-glutamyl	C5H7NO3
m_000_01112c	5-methoxyindoleacetate	C11H11NO3
m_000_01113c	5-methoxytryptophol	C11H13NO2
m_000_01114c	5-methyltetrahydropteroyltri-L-glutamate	C30H39N9O12
m_000_01115c	5-methyl-THF	C20H25N7O6
m_000_01115s	5-methyl-THF	C20H25N7O6
