id	name
CPD-10596	1-ethyl-4-hydroxybenzene
CPD-13696	3-oxochol-4-en-24-oyl-CoA
CPD-15721	aklaviketone
CPD-10423	m-nitrobenzenesulfonate
DINITRO-4-HYDROXYPHENYLPYRUVATE	dinitro-4-hydroxyphenylpyruvate
3-HEXAPRENYL-4-HYDROXYBENZOATE	3-hexaprenyl-4-hydroxybenzoate
CPD0-1187	adenosine-2',5'-bisphosphate
CPD-8134	24-<i>epi</i>-campesterol
CPD-8813	nootkatene
CPD-13444	"&iota;-carrabiose"
CPD-9425	coniine
CPD-9037	methylcob(III)alamin
CPD-6484	methylchavicol
CPD-10781	HAI-1
CPD-17829	C100 dolichol phosphate
CPD-8304	1-18:2-2-16:3-digalactosyldiacylglycerol
5-BETA-CHOLESTANE-3-ALPHA7-TETRAOL	"(25<i>R</i>)-5&beta;-cholestane-3&alpha;,7&alpha;,12&alpha;,26-tetraol"
CPD-3	molybdate
INDOLE-3-GLYOXYLATE	indole-3-glyoxylate
CPD-15570	<i>N</i>-isovaleryl-L-homoserine lactone
CPD-9792	(11Z, 13Z)-icosa-11,13-dienoate
ISOQUINOLIN-12H-ONE	isoquinolin-2(1<i>H</i>)-one
CPD0-2413	p-nitrophenyl butanoate
HEXANOYL-COA	hexanoyl-CoA
CPD0-1647	8-aminoethyl-2,6-anhydro-3,8-dideoxy-D-glycero-D-talo-octonate
CPD-9788	O-methylandrocymbine
ALLANTOATE	allantoate
ACETONE	acetone
CPD-11918	unsaturated archaetidylinositol
DTDP-GROUP	dTDP group
CPD-9154	1-chloro-4-nitrobenzene
6-HYDROXYPROTOPINE	6-hydroxyprotopine
CPD-465	presqualene diphosphate
CPD-8253	fagopyritol B1
CPD-7790	"&epsilon;-aminocaproamide"
CPD-7841	Wedding Bells anthocyanin
CPD-10723	"&alpha;-D-fructofuranose"
CPD-10571	terbinafine
CPD-9778	acetonedicarboxylate
CPD-13003	<i>trans</i>-2-decenal
CPD-9009	2,4-dichlorophenoxyacetate
5-O-INDOL-3-YLACETYL-MYO-ETCETERA	5-O-(indol-3-ylacetyl-<i>myo</i>-inositol) D-galactoside
5-N-PROPYLTHIOADENOSINE	5'-n-propylthioadenosine
CPD-15942	josamycin
CPD-8296	1-18:2-2-18:3-phosphatidylethanolamine
CPD-7366	2-amino-4-methylphenol
CPD-17856	C55 dolichol diphosphate
2-AMINO-47-DIHYDROXYPTERIDINE	2-amino-4,7-dihydroxypteridine
7-O-PHOSPHOHYGROMYCIN-B	7''-O-phosphohygromycin B
CPD0-2482	ferric (2,3-dihydroxybenzoylserine)<sub>3</sub>
CPD-13533	(<i>R</i>)-3-hydroxyvaleryl-CoA
TETRAHYDROXYPTERIDINE	tetrahydroxypteridine
3-METHYLBENZOYL-COA	3-methylbenzoyl-CoA
CPD-4895	1,2-naphthoquinone
CPD0-1040	7-methylinosine
CPD-8681	9,10-epoxy-10,12Z-octadecadienoate
CPD-3708	guanosine 3'-monophosphate
CPD-8956	"2,4-<i>O</i>-digalloyl-1,3,6-tri-<i>O</i>-&beta;-<i>D</i>-galloylglucose"
CPD-10708	<i>cis</i>-muurola-4(14),5-diene
CPD-12031	"&beta;-D-Gal<i>f</i>-(1->6)-&beta;-D-Gal<i>f</i>-(1->5)-&beta;-D-Gal<i>f</i>-rhamnosyl-<i>N</i>-acetyl-glucosaminyl-decaprenyl diphosphate"
CPD-12351	"16&alpha;,17-epoxy gibberellin A<sub>4</sub>"
HYDROXYLAMINE	hydroxylamine
CPD-6991	(2S)-pinocembrin
CPD-17374	tri-acyl estolide
CPD-1021	rhizobactin 1021
CPDQT-36	3-(3'-methylthio)propylmalate
CPD-16776	quercetagetin 3',6-dimethyl ether
D-RIBULOSE-1-P	D-ribulose 1-phosphate
SCOPOLETIN	scopoletin
TRANS-12-DCE	<i>trans</i>-1,2-DCE
CPD-14888	3,6,7,2',4'-pentamethylquercetagetin
CPD-5522	quercetin-3-O-[glucosyl(1->6)glucoside]-7-O-rhamnoside
CPD-17992	equisetin
CPD-12435	"&alpha;-D,&alpha;-D-digalacturonate"
CPD-9582	indole-3-acetyl-phenylalanine
CPD-14523	ribosyl hopane
3Z-PHYCOCYANOBILIN	(2R,3Z)-phycocyanobilin
CPD-18470	phomopsene
CPD0-2433	dipotassium phosphate
DCTP	dCTP
CPD-734	(-)-jasmonate
CPD-7768	tetradecyl hexacosanoate
CPD-16834	brassicicene E
CPD-15684	5-<i>cis</i>, 7-<i>trans</i>-tetradecadienoyl-CoA
CPD-17706	an unsaturated pectate trisaccharide
CPD-17562	2-amino,4-nitroanisole
CPD-18220	tirandamycin C2
CPD0-1075	ethylphosphonate
CPD-15582	benzonitrile
CPD-4162	stigmasterol
CPD-14244	(4Z,7Z,10Z,13Z)-hexadecatetra-4,7,10,13-eneoate
OROTIDINE-5-PHOSPHATE	orotidine 5'-phosphate
CPD-3610	"3-O-methyl-&alpha;-D-glucopyranose"
3-HYDROXYPHENYL-PROPIONATE	3-(3-hydroxyphenyl)propanoate
CPD-11481	<i>N</i><sup>1</sup>-(3,4-dihydroxybenzoyl)-<i>N</i><sup>8</sup>,<i>N</i>'<sup>8</sup>-citryl-bis(spermidine)
CPD-676	<i>trans</i>-caffeate
CPD-7944	pentacosane
CPD-14094	4-oxo-4-(3-pyridyl)-butanoate
P4I	tetraphosphate
5-TERT-BUTYLAMINOL-2-HYDROXYPRO-34-DIHYD	(+-)-5-[(tert-butylamino)-2'-hydroxypropoxy]-3,4-dihydro-1(2H)-naphthalenone
CPD-6989	hispidin
DIMETHYL-GLYCINE	dimethylglycine
CPD-8667	"bis(&beta;-D-glucosyl) crocetin"
CPD-6661	1D-<i>myo</i>-inositol (1,2,3,4,6)-penta<i>kis</i>phosphate
CPD0-1118	ubiquinone-1
BERBERINE	berberine
5-DEHYDROGLUCONATE	5-dehydro-D-gluconate
CPD-17118	5,10-methylenetetrahydropteroyl di-L-glutamate
CAMP	cyclic-AMP
CPD-9986	achromobactin
CPD-328	5'-dehydroinosine
D-LACTOYL-COA	(<i>R</i>)-lactoyl-CoA
3-KETOTHREONATE	3-ketothreonate
CPD-18259	a peptidoglycan dimer with pentapeptide stem (<i>meso</i>-diaminopimelate containing)
CPD-7610	soyasapogenol B
HAEMATOPORPHYRIN-IX	haematoporphyrin IX
NMNH	NMNH
SN-GERANYLGERANYLGLYCERYL-1-PHOSPHATE	3-(<i>O</i>-geranylgeranyl)-<i>sn</i>-glycerol 1-phosphate
CPD-16822	<i>N</i>-(3-phenylpropanoyl)glycine
CPD0-2517	heptamolybdate
CPD-8419	1-20:3-2-18:3-monogalactosyldiacylglycerol
CPD-10303	D-allothreonine
CPD0-2279	O16 antigen undecaprenyl diphosphate
CARBOXY-ARABINITOL-PP	2-carboxy-3-keto-D-arabinitol-1,5-bisphosphate
CPD-8748	seli-3,7(11)-diene
CPD-16387	mannosylinositol phosphorylceramide A (C24)
PROPANE-1-2-DIOL	(<i>S</i>)-propane-1,2-diol
CPD-8614	"4&alpha;-methyl-5&alpha;-cholesta-8-en-3-one"
2-HYDROXYFORMONONETIN	2-hydroxyformononetin
VITEXIN	vitexin
CPD-10026	(+)-dihydrocarveol
CPD-9775	methyl ecgonone
CPD-7792	hexacosanyl hexadecanoate
CPD0-1403	5'-[(3-aminopropyl)methylamino]-5'-deoxyadenosine
IMINO-GROUP	an imino group
CPD-683	cyclic 3',5'-cytidine monophosphate
CPD-14337	(3<i>R</i>)-<i>all-trans</i>-3-hydroxyretinol
CPD-8989	L-methionine-(<i>S</i>)-<i>S</i>-oxide
6-SELENO-OCTANOATE	6-seleno-octanoate
3-METHYLBENZYL-ALCOHOL	3-methylbenzyl alcohol
CPD0-2580	purine nucleotide phosporamidate
ALANYL-POLYGLYCEROLPHOSPHATE	D-alanyl-poly(glycerolphosphate)
CPD-9622	robustaquinone H
CPD-14911	eupatolitin 3-glucoside
CPD-10069	(3S,6S)-6-isopropenyl-3-methyloxepan-2-one
CPD-13256	okadate
CPD-16594	campanin
CPD-18113	2-chloro-4-nitrotoluene
CPD-18044	myristoylated pyoverdine intermediate
P-COUMAROYL-COA	4-coumaryl-CoA
CPD-15703	allitol
CREPENYNATE	crepenynate
CPD-15652	3-hydroxy, 6-<i>trans</i>-tridecenoyl-CoA
CPD-17221	mercuric acetate
CPD-7003	tetrahydrogeranylgeranyl-PP
CPD-13662	(1R)-trans-chrysanthemate
CPD-925	4,4a-dihydroxy-dihydro-dibenzo-<I>p</I>-dioxin
CPD-10254	(9Z,12Z)-hexadeca-9,12-dienoyl-CoA
CPD66-73	4,5-epoxy-17R-hydroxy-docosahexaenoate
CPD0-1348	borrelidin
CPD-14380	2-methoxybenzoate
TRANS-23-DEHYDROADIPYL-COA	trans-2,3-dehydroadipyl-coA
CPD-12745	copal-8-ol-diphosphate
CPD0-2339	aminoacrylate
CPD-17786	griseofulvin
CPD-36	"4-deoxy-&beta;-D-gluc-4-enuronosyl-(1,3)-<i>N</i>-acetyl-D-galactosamine"
1-4-HYDROXYPHENYL-2-METHYLAMINOETHAN	(<i>R</i>)-synephrine
N-QUINOLIN-8-YLMETHANESULFONAMI	<i>N</i>-(quinolin-8-yl)methanesulfonamide
4-CHLOROPHENYLACETONITRILE	4-chlorophenylacetonitrile
CPD-13543	kauralexin B2
N-METHYLARGININE	L-<i>N</i><sup>6</sup>-methyl-L-arginine
CPD-12607	L-seryl-glycine
CPD-17158	arginomycin
CPD-8033	quercetin 3,7-<i>O</i>-diglucoside
CPD-469	<i>N</i>-acetyl-L-glutamate 5-semialdehyde
CPD-14169	2,5-dihydroxybiphenyl
CPD-17890	"&beta;-D-glucuronate-(1,3)-&beta;-D-glucuronate-(1,3)-&beta;-D-glucuronate-(1,3)-hexose-(C55 &omega;-saturated dolichyl phosphate)"
CPD-8158	1-palmitoyl-2-linoleoyl-phosphatidylcholine
CPD-14095	(3E)-4-(methylamino)-1-(pyridin-3-yl)but-3-en-1-one
CPD-13304	PR-imine
CPD-55	octadecanal
DOPAQUINONE	dopaquinone
CPD-11641	4-methylumbelliferyl glucoside
CPD-16586	3,3'-dithiodipropanoate
CPD-14555	"&beta;-glutamate"
CPD-17702	"4-deoxy-&beta;-L-<i>erythro</i>-hex-4-enopyranuronosyl-(1,4)-D-<i>N</i>-sulfoglucosamine"
CPD-7987	metabisulfite
CPD-1134	2-dehydro-3-deoxy-L-arabinonate
CPD-10422	aeruginosin B
CPD0-1105	1-carboxymethylpyridinium
CPD-10586	"(25<i>R</i>)-5&beta;-cholestane-3&alpha;,7&alpha;,26-triol"
CPD-13712	(2<i>Z</i>,4<i>Z</i>)-2-hydroxyhexa-2,4-dienoate
CPD-9402	(2<i>S</i>,5<i>R</i>)-5-carboxymethyl proline
35-DICHLOROCATECHOL	3,5-dichlorocatechol
PROSTAGLANDIN-H2	prostaglandin-H<sub>2</sub>
CPD-15366	lesqueroloyl-CoA
CPD-1110	5-methyldeoxycytidine diphosphate
CPD-10131	chryscandin
CPD-15066	"2-((6-O-(&beta;-D-apiofuranosyl)&beta;-D-glucopyranosyl)oxy)propane"
CPD0-2135	(enterobacterial common antigen)x2 undecaprenyl-diphosphate
CPD-18385	trichotriol
CPD-7834	tricosanoate
CPD-11837	24-epicathasterone
CPD-3487	m-chlorohippurate
CPD-12576	<i>O</i>-citryl-L-serine
CPD-15082	8C-glucosyl-2,5,7-trihydroxyflavanone
CPD0-1076	propylphosphonate
CPD-9444	(2<i>Z</i>,6<i>E</i>)-farnesyl diphosphate
CHLOROACETALDEHYDE	chloroacetaldehyde
CPD0-955	2,3-dihydroxy-5-methyl-1,4-benzoquinone
PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate
CPD-13455	justicidin B
CPD-17441	<i>S</i>-(3-pentenyl)-L-cysteine <i>S</i>-oxide
CPD-18365	phosphatidylserine (1-palmitoyl, 2-cis-vaccenoyl)
GAMMA-GLUTAMYL-PUTRESCINE	"&gamma;-glutamyl-L-putrescine"
B-LIDO-HEX-1:5_6:A	b-lido-HEX-1:5|6:a
CPD-10214	methoxyfuraneol (enol form)
B-XGAL-HEX-1:5	b-xgal-HEX-1:5
CPD-16769	4-aminoacetophenone
CPD-15095	"&beta;-L-arabinofuranosyl-(2S,4S)-4-hydroxyproline"
CPD-14999	"cyanidin 3-<i>O</i>-(6-<i>O</i>-&beta;-D-glucosyl-2-<i>O</i>-&beta;-D-xylosyl-&beta;-D-galactoside)"
CPD-8133	nitromethane
CPD-16846	terrequinone A
CPD-12188	bisdemethoxycurcumin
CPD0-2530	pentaerythritol tetranitrate
CPD-6998	6,7,4'-trihydroxyisoflavone
CPD-6885	1,3,5,8-tetrahydroxyxanthone
CPD-13370	(2E,4E,6E)-4-methylocta-2,4,6-trienedial
CPD-9698	CDP-tyvelose
CPD-8518	15-nonacosanone
CPD-230	"&beta;-palatinose"
CPD-4184	"4&alpha;-methyl-cholesta-8-enol"
CPD-14797	"(-)-&alpha;-isocomene"
CPD-10447	2-hydroxylamino-4,6-dinitrotoluene
ITACONATE	itaconate
CPD-16522	D-galactaro-1,4-lactone
CPD-17276	2-palmitoyl-<i>sn</i>-glycerol 3-phosphate
CPD1G-1354	trehalose-trans-keto-mono-mycolate
CPD-15139	8-choloroquinoline
7-HYDROXY-2-OXINDOLE-3-ACETIC-ACID	7-hydroxy-2-oxindole-3-acetic-acid
CPD-552	trithionate
CHLORALAN-CPD	3-chloro-L-alanine
CPD-8327	1-18:1-2-18:2-phosphatidylinositol
CPD-10805	<i>N</i>-(octanoyl)-L-homoserine
CPD-9097	3-vinyl-bacteriochlorophyllide <i>a</i>
CPD-16719	"2&alpha;-hydroxy-<i>ent</i>-cassadiene"
CPD-14707	4-hydroxy-2-nonenal-<i>N</i>-acetyl-L-cysteine
2-AMINOMUCONATE_SEMIALDEHYDE	2-aminomuconate 6-semialdehyde
CPD-18452	cylindrospermopsin
CPD-12636	indole-3-acetonitrile-cysteine conjugate
4-ALPHA-METHYL-5-ALPHA	"4&alpha;-methyl-5&alpha;-cholest-7-en-3&beta;-ol"
CPD-3662	2-phthalimidoglutarate
3-HYDROXY-CISCIS-MUCONATE	3-hydroxy-<i>cis,cis</i>-muconate
CPD-13022	3,3',5'-triiodothyronamine
CPD-10477	futalosine
CPD-15451	ginsenoside Rb2
CPD-12704	capnine
NITRIC-OXIDE	nitric oxide
CPD-8706	levopiramadiene-diol
CPD-18285	sch210972
CPD-9949	1-phenylpropane-1,2-dione
CPD-18089	2,4-dichlorobenzoate
CPD-8317	1-18:1-2-18:2-monogalactosyldiacylglycerol
CPD-17316	3,5-dimethylorsellinate
CPD-16912	(+)-neocarzinostatin chromophore
CPD-17042	hercynylselenocysteine <i>S</i>-oxide
CPD-15374	<i>aldehydo</i>-D-glucose
CPD-17373	1-[18-hydroxyoeoyl]-2-[18-hydroxy-lioleoyl]-<i>sn</i>-glycerol 3-phosphate
CPD-614	bromochloromethane
GAMMA-PENTACHLOROCYCLOHEXANE	"&gamma;-pentachlorocyclohexene"
CPD-12156	7-(3-methylbut-2-enyl)-L-tryptophan
CPD-4203	"<i>N</i><sup>6</sup>-(&Delta;<sup>2</sup>-isopentenyl)-adenosine 5'-diphosphate"
CPD-9147	2-amino-5-methylphenol
CPD-8006	quercetin 7-O-glucoside
CPD-13301	2<i>H</i>-pyrrole
CPD-13407	D,L-lactamide
UDP-N-ACETYL-D-GALACTOSAMINE-4-SULFATE	UDP-<i>N</i>-acetyl-D-galactosamine 4-sulfate
256-TRIHYDROXY-56-DIHYDROQUINOLINE	2,5,6-trihydroxy-5,6-dihydroquinoline
CPD-12897	7-methyl-3-oxooct-6-enoyl-CoA
CPD-9781	3-hydroxyhexadecanoate
CPD-7399	ammeline
CPD0-1408	5-deoxypyridoxal
CPD-299	2-amino-4-oxopentanoate
PENTAHYDROXYCYCLOHEXANONE	2D-5-<i>O</i>-methyl-2,3,5/4,6-pentahydroxycyclohexanone
CPD-16936	2-aminocyclopentanedione
CPD-1114	D-arabinonate
CPD-13812	"TRIBOA-&beta;-D-glucoside"
CPD-4743	lubimin
CPD-8159	"1-palmitoyl-2-&alpha;-linolenoyl-phosphatidylcholine"
CPD0-1474	"5-methyl-tetrahydropteroyl-&alpha;-glutamylglutamate"
CPD-17239	acetyl-methanofuran d
BENZOYL-L-ARGININE	benzoyl-L-arginine
CPD-13118	"GDP-&beta;-L-fucose"
OH-HEXANOYL-COA	(<i>S</i>)-3-hydroxyhexanoyl-CoA
CPD-10784	PAI-1-2
CPD-11592	2-methylthio-<i>N</i><sup>6</sup>-dimethylallyladenosine<sup>37</sup> in tRNA
CPD-9307	(+)-<i>trans</i>-isoalliin
TRANS-CINNAMOYL-BETA-D-GLUCOSE	"<i>trans</i>-cinnamoyl-&beta;-D-glucoside"
CPD-17574	oxidized syringaldazine
CPD-18496	5-methoxy-benzimidazole
CPD0-1414	tetracycline
CPD-17593	5-<i>O</i>-methylthujaplicatin
GLYCEROPHOSPHATEN1	poly (glycerol phosphate)
CPD-16726	patulin
CPD-15481	7,4'-dihydroxy, 8-methoxyflavone
CPD-16995	(E)-non-3-en-2-one
CPD-9774	4-(1-methyl-5-hydroxy-2-pyrrolidinyl)-3-oxobutanoate methyl ester
CPD-16544	"pelargonidin 3-<i>O</i>-(3"",6""-<i>O</i>-dimalonyl-&beta;-glucopyranoside"
CPD-13940	5-methoxybenzimidazolylcobamide
HYDRAZINE	hydrazine
CPD0-1690	L-indospicine
CPD-15280	hercynine
CPD-17395	roquefortine L
CPD-11471	"zeaxanthin bis(&beta;-D-glucoside)"
CPD-18396	phosphatidylglycerol (1,2-dicis-vaccenoyl)
CPD-14532	2-azasqualene
CPD0-1598	moiramide B
CPD-16620	"12,13&beta;-epoxy-&beta;-amyrin"
CPD-13926	"7&beta;-hydroxytaxusin"
TAUROLITHOCHOLATE	taurolithocholate
S-ALLANTOIN	(<i>S</i>)-(+)-allantoin
CPD-14471	elymoclavine aldehyde
CPD-18441	anthramycin
CPD-8525	pyruvate-kinase phosphate
HSCN	thiocyanate
CPD-7275	"(24<i>R</i>,25<i>R</i>)-3&alpha;,7&alpha;,12&alpha;,24-tetrahydroxy-5&beta;-cholestanoyl CoA"
CPD-17821	<i>aldehydo</i>-L-digitoxose
3-HYDROHYDROXYPHOSPHORYLPYRUVATE	phosphinopyruvate
CPD-16460	"6G-di-&beta;-D-fructofuranosylsucrose"
CPD-14764	syringomycin E
CPD-14546	1,3-dihydro-2H-imidazol-2-one
CPD-13055	cadeguomycin
CPD-16818	3-carboxy-4-methyl-5-propyl-2-furanpropanoate
3-METHYL-CROTONYL-COA	3-methylcrotonyl-CoA
CPD-12889	p-hydroxymandelonitrile
CPD-6975	gibberellin A<sub>7</sub>
CPD1F-114	<i>all-trans</i>-lycopene
CPD-8042	monothiocarbonate
CPD-13536	9-<i>cis</i>-retinal
CPD-492	N4-Phosphoagmatine
CPD-8913	3-aminomethylindole
CPD-14170	2-ethylphenol
CPD-3722	O-phospho-D-serine
CPD-9217	solanidine
RS-TETRAHYDROBENZYLISOQUINOLINE	(R,S)-tetrahydrobenzylisoquinoline
CPD0-1303	"o-nitrophenol &beta;-thiogalactoside"
CPD-17106	syringaldehyde
CPD0-2217	cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)
CPD-14012	(-)-sabinene
CPD-12905	3-hydroxy-5-methylhex-4-enoyl-CoA
CPD-418	2-(sulfomethyl)thiazolidine-4-carboxylate
CPD-565	2-(acetamidomethylene)succinate
CPD-5761	<i>l</i>-menthyl acetate
2-hydroxy-4-1H-quinolone	2-hydroxy-4(1<i>H</i>)-quinolone
CPD-15638	2-deoxy-20-hydroxyecdysone
CPD-7833	montanate
CPD-12831	phylloquinol
UDP-N-ACETYL-D-GLUCOSAMINE	"UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine"
CPD-15345	(2<i>S</i>,3<i>S</i>)-3-methyl-L-phenylalanine
CPD-884	6-aminohexanoate
CPD-13756	(2<i>E</i>)-3-[(3a<i>S</i>,4<i>S</i>,5<i>R</i>,7a<i>S</i>)-5-hydroxy-7a-methyl-1-oxo-octahydro-1<i>H</i>-inden-4-yl]prop-2-enoyl-CoA
CPD-312	strombine
OXONIUM	oxonium
CPD-9219	"&alpha;-sulfobenzylpenicillin"
D1-PIPERIDINE-DICARBOXYLATE	d1-piperidine-dicarboxylate
CPD0-1103	3,4-dehydroproline
CPD-10378	aeruginosin 98-b
CPD-229	gibberellin A<sub>8</sub>-catabolite
CPD-5661	zeinoxanthin
CPD-17963	senecioyl-pyrrothine
CPD-13420	(3R, 7S)-12-hydroxy-jasmonoyl-L-isoleucine
CPD-17611	calycosin 7-<i>O</i>-glucoside
CPD-11912	L-olivose
CPD-18040	aminated saframycin S
3-O-BETA-GLUCOSYL-2-OXINDOLE-3-ACETYL-	"3-(O-&beta;-glucosyl)-2-oxindole-3-acetyl-asp"
PHLORETATE	phloretate
CPD-8083	1-18:2-2-18:3-digalactosyldiacylglycerol
CPD-10349	isovitexin-7-O-xyloside
CPD-13695	3,24-dioxocholest-4-en-26-oyl-CoA
CPD-14142	neomycin B
CPD-2042	(2S)-flavan-4-ol
CPD-6223	gibberellin A<sub>46</sub>
CPD-15030	(+)-cis,trans-nepetalactol
CPD-4612	<i>trans</i>-zeatin-7-<i>N</i>-glucoside
CPD-14651	carlactone carboxylate
CPD-10433	prochlorperazine
CPD-12381	8-oxo-deoxyguanosine
PHOSPHORIBOSYL-ATP	"1-(5-phospho-&beta;-D-ribosyl)-ATP"
5-PHOSPHONOOXY-L-LYSINE	(5<i>R</i>)-5-phosphonooxy-L-lysine
CPD-13266	"<i>N</i>-acetyl-&alpha;-L-aspartyl-L-glutamate"
CPD-14428	daphnetin-8-glucoside
CPD-11779	coumestrol
CPD-7678	mercapto-2-propanol
CPD-9731	demethylmenaquinone-7
CPD-17834	C75 dolichol phosphate
CPD-7887	tetratriacontanal
CPD-12379	eumelanin
CPD-17641	18-hydroxystearoyl-CoA
CPD-30	4-acetamidobutanal
S-2-INDOL-3-YLACETYL-COA	<i>S</i>-2-(indol-3 yl)acetyl-CoA
CPD0-1147	methyl red
CPD-10632	2,4-dichloro-cis,cis-muconate
CPD0-2053	ethylpyruvate
CPD-8620	"5&alpha;-cholesta-8-en-3-one"
CPD0-2330	phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)
CPD-11846	N-benzoyl-L-glutamate
CPD-10760	neuraminate
CPD-10749	tetrahomocitrate
CPD-16178	4-[(Z)-2-aminoethenyl]phenol
CPD-809	biuret
3-Methyl-Adenines	3-methyladenine
CPD-17961	apicidin J
CPD-12837	2-heptyl-4-hydroxyquinoline
CPD-6958	piceid
CPD-10556	chenodeoxycholoyl-CoA
CPD-7849	adonirubin
CPD-4863	<i>N,N</i>-dihydroxy-L-valine
CPD-15391	2'-deoxyadenosine 3'-monophosphate
CPD-272	"11&alpha;-hydroxyprogesterone"
CPD-17263	(8Z,11Z,14Z,17Z)-3-hydroxy-icosa-8,11,14,17-tetraenoyl-CoA
CPD-11402	"3,5,3'-triiodo-L-thyronine acyl &beta;-D-glucuronide"
CPD-13135	indole-3-carboxylate
CPD-15423	3-dimethylallyl-4-hydroxybenzoate
N-METHYL-RS-TETRAHYDROBENZYLISOQUINOL	<i>N</i>-methyl-(<i>R,S</i>)-tetrahydrobenzylisoquinoline
CPD-8331	1-18:3-2-18:3-phosphatidylinositol
CPD-15688	3-<i>cis</i>, 5-<i>trans</i>-dodecadienoyl-CoA
CPD-14968	(2E,4E,6E)-7-hydroxy-5-methylhepta-2,4,6-trienal
44-DIMETHYL-CHOLESTA-812-24-TRIENOL	14-demethyllanosterol
5-AZAOROTATE	5-azaorotate
A-DMAN-HEX-1:5	a-dman-HEX-1:5
THIDIAZURON	thidiazuron
CPD-7862	"delphinidin 3-<i>O</i>-(6''-<i>O</i>-malonyl)-&beta;-glucoside"
CPD-16699	<i>S</i>-(+)-3,6,8-trimethylallantoin
GAMA-TOCOPHEROL	"&gamma;-tocopherol"
CPD-7106	humulone
CPD-9638	methylphoracetophenone
CPD-8338	1-18:1-2-18:2-phosphatidylserine
CPD-9400	D-aminoadipate
2-DEHYDRO-3-DEOXY-D-GLUCONATE	2-dehydro-3-deoxy-D-gluconate
CPD-13025	guanosine 2'-monophosphate
CPD-13958	"dTDP-4-dehydro-3-<i>C</i>-methyl-2,6-dideoxy-&alpha;-D-glucose"
CPD-12279	2-iminoacetate
CPD-10324	amiloride
PROTOPORPHYRIN_IX	protoporphyrin IX
CPD-18202	(5E)-3-amino-4-sulfanyl-5-(sulfanylmethylidene)pyrrolidin-2-one
CPD-15963	2-phosphonomethylmalate
CPD-14236	16-methyl-1-heptadecene
CPD-8288	1-16:1-2-18:3-phosphatidylethanolamine
CPD-13742	"9&alpha;-hydroxy-androst-4-en-3-one-17-propanoyl-CoA"
CPD-13610	3-dehydrosphinganine (C20)
HOMO-CIT	(2<i>R</i>)-homocitrate
CPD-7411	(<i>S</i>)-usnate
11-DEOXY-CORTISOL	11-desoxycortisol
CPD-9848	quinidinone
CPD-9183	N-vanillyl nonanamide
CPD0-2575	CB1954
CPD-9536	5'-hydroxy-rot-2'-enonate
CPD-521	oxaloacetate 4-methyl ester
INDOLE-3-ACETYL-BETA-6-D-GLUCOSE	"indole-3-acetyl-&beta;-6-D-glucose"
CPD-12044	"&alpha;-D-arabinofuranose"
CPD-7863	"delphinidin 3-<i>O</i>-(6''-<i>O</i>-malonyl)-&beta;-glucoside-5'-<i>O</i>-&beta;-glucoside"
CPD-7107	diprenylphlorisobutyrophenone
DAPHNIN	daphnin
CPD-15604	"16&alpha;-hydroxy-androst-4-ene-3,17-dione"
CPD-10176	versicolorin A
CPD-16764	8-methoxykaempferol
CPD-8485	flavone
CPD0-1248	"D,L-&alpha;-methylphosphinothricin"
CPD-10852	3,5-dichloro-2-methyl-muconate
RX	RX
CPD-14947	7,3'-dimethylquercetin
CPD-9755	<i>aldehydo</i>-D-glucose 6-phosphate
TUBERCULOSTEARATE	tuberculostearate
CPD-16541	"cyanidin 3-<i>O</i>-&beta;-<i>D</i>-p-coumaroylglucoside"
PYRAZINOIC-ACID	pyrazine-2-carboxylate
CPD-12765	3-hydroxyvalerate
CPD-14156	2'-deamino-2'-hydroxy-6'-dehydroparomamine
CPD-6862	triacetate lactone
CPD-5861	2-deoxy-D-galactose
CPD-11870	"(+)-(&alpha;<i>S</i>,&beta;<i>S</i>)-guaiacylglycerol-&beta;-guaiacyl ether"
CPD-8711	neoabietadienal
CPD-10901	"&alpha;-fluoromethylhistidine"
D-MANNOSYL-RHAMNOSYL-ETCETERA	"&alpha;-D-mannopyranosyl-(1&rarr;4)-&alpha;-L-rhamnopyranosyl-(1&rarr;3)-&beta;-D-galactopyranosyl-diphospholipid"
CPD-7070	<i>N</i>,<i>N</i>-dihydroxy-L-tyrosine
CPD-12681	dehydroprephenate
L-1-GLYCEROPHOSPHORYLETHANOL-AMINE	<i>sn</i>-glycero-3-phosphoethanolamine
QUINOLIN-28-DIOL	quinolin-2,8-diol
CPD-331	3-dehydroecdysone
CPD0-1065	aminopropylcadaverine
CPD-12925	trihydroxypyrazine
CPD-13034	(2<i>E</i>)-3-(5,6-dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoate
CPD-8484	suberyl glycine
CPD-10653	2-methyl-<i>trans</i>-dienelactone
CPD-14877	3-acetylamino-4-hydroxybenzoate
CPD-18093	"pelargonidin 5-<i>O</i>-&beta;-<i>D</i>-glucoside 3-<i>O</i>-&beta;-<i>D</i>-sambubioside"
3-PYRIDINESULFONIC-ACID	3-pyridinesulfonate
